model,lr,depth,n_est,alpha,lambda,mape,subsample,iterations
lgbm,0.04,8,1000.0,0.1,0.5,20.36500048150699,,
lgbm,0.04,8,1000.0,0.15,0.5,20.36500048152943,,
lgbm,0.04,8,1000.0,0.05,0.5,20.365000481578136,,
lgbm,0.07,8,1000.0,0.05,2.0,20.365846506415853,,
lgbm,0.07,8,1000.0,0.1,2.0,20.36584650648758,,
lgbm,0.07,8,1000.0,0.15,2.0,20.36584650658013,,
lgbm,0.07,8,1000.0,0.2,2.0,20.365846506644218,,
lgbm,0.06,10,1500.0,0.2,0.5,20.367343698428144,,
lgbm,0.06,10,1500.0,0.1,0.5,20.36734369851621,,
lgbm,0.06,10,1500.0,0.15,0.5,20.367343698601417,,
lgbm,0.06,10,1500.0,0.05,0.5,20.36734369861017,,
lgbm,0.06,7,1000.0,0.1,1.0,20.367852030114953,,
lgbm,0.06,7,1000.0,0.05,1.0,20.367852030133964,,
lgbm,0.06,7,1000.0,0.2,1.0,20.36785203016764,,
lgbm,0.06,7,1000.0,0.15,1.0,20.367852030225052,,
lgbm,0.05,10,1000.0,0.2,2.0,20.369920331346005,,
lgbm,0.05,10,1000.0,0.05,2.0,20.36992033135493,,
lgbm,0.05,10,1000.0,0.1,2.0,20.369920331355118,,
lgbm,0.05,10,1000.0,0.15,2.0,20.36992033141295,,
lgbm,0.05,9,1500.0,0.15,1.0,20.37016323088831,,
lgbm,0.05,9,1500.0,0.1,1.0,20.370163230943046,,
lgbm,0.05,9,1500.0,0.05,1.0,20.370163230955583,,
lgbm,0.05,9,1500.0,0.2,1.0,20.37016323096217,,
lgbm,0.06,7,1500.0,0.1,2.0,20.370282448799433,,
lgbm,0.06,7,1500.0,0.2,2.0,20.370282448926808,,
lgbm,0.06,7,1500.0,0.15,2.0,20.370282448950146,,
lgbm,0.06,7,1500.0,0.05,2.0,20.37028244895619,,
lgbm,0.04,8,1200.0,0.15,0.5,20.370918210550272,,
lgbm,0.04,8,1200.0,0.1,0.5,20.370918210601435,,
lgbm,0.04,8,1200.0,0.2,0.5,20.370918210640575,,
lgbm,0.04,8,1200.0,0.05,0.5,20.370918210650366,,
lgbm,0.06,7,800.0,0.1,0.5,20.371903752949695,,
lgbm,0.06,7,800.0,0.05,0.5,20.37190375296269,,
lgbm,0.06,7,800.0,0.15,0.5,20.371903752987954,,
lgbm,0.06,7,800.0,0.2,0.5,20.37190375299816,,
lgbm,0.05,10,800.0,0.1,1.0,20.372673924724985,,
lgbm,0.05,10,800.0,0.05,1.0,20.372673924734823,,
lgbm,0.05,10,800.0,0.15,1.0,20.372673924762996,,
lgbm,0.05,10,800.0,0.2,1.0,20.372673924779974,,
lgbm,0.03,10,1500.0,0.1,0.5,20.372774843676808,,
lgbm,0.03,10,1500.0,0.2,0.5,20.37277484367738,,
lgbm,0.03,10,1500.0,0.05,0.5,20.372774843680705,,
lgbm,0.03,10,1500.0,0.15,0.5,20.37277484368717,,
lgbm,0.05,8,1000.0,0.1,0.5,20.373569089563926,,
lgbm,0.05,8,1000.0,0.05,0.5,20.37356908957323,,
lgbm,0.05,8,1000.0,0.15,0.5,20.37356908959009,,
lgbm,0.05,8,1000.0,0.2,0.5,20.37356908959022,,
lgbm,0.04,8,1500.0,0.15,0.5,20.373962669184593,,
lgbm,0.04,8,1500.0,0.1,0.5,20.373962669210773,,
lgbm,0.04,8,1500.0,0.2,0.5,20.373962669225083,,
lgbm,0.04,8,1500.0,0.05,0.5,20.37396266931117,,
lgbm,0.04,7,1500.0,0.05,0.5,20.375679882882075,,
lgbm,0.04,7,1500.0,0.15,0.5,20.37567988291511,,
lgbm,0.04,7,1500.0,0.1,0.5,20.375679882924537,,
lgbm,0.04,7,1500.0,0.2,0.5,20.375679882994387,,
lgbm,0.05,7,1000.0,0.05,2.0,20.37569658508258,,
lgbm,0.05,7,1000.0,0.1,2.0,20.375696585174435,,
lgbm,0.05,7,1000.0,0.2,2.0,20.375696585205453,,
lgbm,0.05,7,1000.0,0.15,2.0,20.37569658521804,,
lgbm,0.04,7,800.0,0.05,2.0,20.376291183871103,,
lgbm,0.04,7,800.0,0.15,2.0,20.376291183875715,,
lgbm,0.04,7,800.0,0.2,2.0,20.376291183876976,,
lgbm,0.04,7,800.0,0.1,2.0,20.376291183878095,,
lgbm,0.06,7,1500.0,0.1,0.5,20.37650275968463,,
lgbm,0.06,7,1500.0,0.05,0.5,20.37650275969141,,
lgbm,0.06,7,1500.0,0.2,0.5,20.37650275976889,,
lgbm,0.06,7,1500.0,0.15,0.5,20.37650275986423,,
lgbm,0.05,8,800.0,0.15,2.0,20.376786676391173,,
lgbm,0.05,8,800.0,0.1,2.0,20.376786676434968,,
lgbm,0.05,8,800.0,0.05,2.0,20.376786676437344,,
lgbm,0.05,8,800.0,0.2,2.0,20.376786676445118,,
lgbm,0.03,10,1200.0,0.05,0.5,20.382174662717215,,
lgbm,0.03,10,1200.0,0.2,0.5,20.38217466272953,,
lgbm,0.03,10,1200.0,0.15,0.5,20.382174662747367,,
lgbm,0.03,10,1200.0,0.1,0.5,20.382174662751503,,
lgbm,0.05,8,1500.0,0.15,0.5,20.383021305229242,,
lgbm,0.05,8,1500.0,0.2,0.5,20.383021305232727,,
lgbm,0.05,8,1500.0,0.1,0.5,20.383021305257003,,
lgbm,0.05,8,1500.0,0.05,0.5,20.383021305283012,,
lgbm,0.06,7,1500.0,0.05,1.0,20.383254156527187,,
lgbm,0.06,7,1500.0,0.1,1.0,20.38325415660486,,
lgbm,0.06,7,1500.0,0.15,1.0,20.383254156648192,,
lgbm,0.06,7,1500.0,0.2,1.0,20.38325415664997,,
lgbm,0.04,7,1000.0,0.05,0.5,20.38351516608454,,
lgbm,0.04,7,1000.0,0.1,0.5,20.38351516610669,,
lgbm,0.04,7,1000.0,0.2,0.5,20.383515166123154,,
lgbm,0.04,7,1000.0,0.15,0.5,20.38351516613895,,
lgbm,0.03,9,1500.0,0.1,2.0,20.384345073919008,,
lgbm,0.03,9,1500.0,0.2,2.0,20.38434507393484,,
lgbm,0.03,9,1500.0,0.15,2.0,20.384345073935364,,
lgbm,0.03,9,1500.0,0.05,2.0,20.3843450739403,,
lgbm,0.05,10,1000.0,0.1,1.0,20.38441717573444,,
lgbm,0.05,10,1000.0,0.15,1.0,20.3844171757373,,
lgbm,0.05,10,1000.0,0.2,1.0,20.384417175794834,,
lgbm,0.05,10,1000.0,0.05,1.0,20.38441717579568,,
lgbm,0.04,9,1200.0,0.05,2.0,20.384832632646578,,
lgbm,0.04,9,1200.0,0.15,2.0,20.384832632680688,,
lgbm,0.04,9,1200.0,0.1,2.0,20.38483263268151,,
lgbm,0.04,9,1200.0,0.2,2.0,20.38483263269307,,
lgbm,0.05,8,1200.0,0.1,0.5,20.385157985406433,,
lgbm,0.05,8,1200.0,0.05,0.5,20.38515798542873,,
lgbm,0.05,8,1200.0,0.15,0.5,20.38515798542977,,
lgbm,0.05,8,1200.0,0.2,0.5,20.385157985461753,,
lgbm,0.04,7,1200.0,0.05,0.5,20.385763739989837,,
lgbm,0.04,7,1200.0,0.15,0.5,20.38576374000009,,
lgbm,0.04,7,1200.0,0.1,0.5,20.38576374001427,,
lgbm,0.04,7,1200.0,0.2,0.5,20.385763740035536,,
xgb,0.02,6,1000.0,,,20.386705876584344,0.9,
lgbm,0.03,6,1500.0,0.05,2.0,20.38705012394534,,
lgbm,0.03,6,1500.0,0.2,2.0,20.38705012394586,,
lgbm,0.03,6,1500.0,0.15,2.0,20.38705012395297,,
lgbm,0.03,6,1500.0,0.1,2.0,20.38705012399085,,
lgbm,0.05,6,1200.0,0.2,0.5,20.387591464571834,,
lgbm,0.05,6,1200.0,0.15,0.5,20.387591464588752,,
lgbm,0.05,6,1200.0,0.05,0.5,20.387591464600384,,
lgbm,0.05,6,1200.0,0.1,0.5,20.387591464650377,,
lgbm,0.07,7,1000.0,0.15,1.0,20.38823811858693,,
lgbm,0.07,7,1000.0,0.05,1.0,20.388238118646594,,
lgbm,0.07,7,1000.0,0.1,1.0,20.388238118681777,,
lgbm,0.07,7,1000.0,0.2,1.0,20.388238118766274,,
lgbm,0.04,9,1500.0,0.2,0.5,20.38968277041249,,
lgbm,0.04,9,1500.0,0.15,0.5,20.389682770418545,,
lgbm,0.04,9,1500.0,0.1,0.5,20.389682770443795,,
lgbm,0.04,9,1500.0,0.05,0.5,20.38968277045784,,
lgbm,0.07,9,1200.0,0.1,0.5,20.38970216369754,,
lgbm,0.07,9,1200.0,0.15,0.5,20.389702163762333,,
lgbm,0.07,9,1200.0,0.2,0.5,20.38970216377786,,
lgbm,0.07,9,1200.0,0.05,0.5,20.38970216392494,,
lgbm,0.06,10,800.0,0.2,1.0,20.390268888855765,,
lgbm,0.06,10,800.0,0.15,1.0,20.390268888882883,,
lgbm,0.06,10,800.0,0.1,1.0,20.390268888884254,,
lgbm,0.06,10,800.0,0.05,1.0,20.390268888940778,,
lgbm,0.07,8,1500.0,0.05,2.0,20.39112355859062,,
lgbm,0.07,8,1500.0,0.1,2.0,20.391123558618894,,
lgbm,0.07,8,1500.0,0.2,2.0,20.391123558735064,,
lgbm,0.07,8,1500.0,0.15,2.0,20.391123558756043,,
lgbm,0.07,7,1200.0,0.15,1.0,20.39240085745836,,
lgbm,0.07,7,1200.0,0.05,1.0,20.392400857501684,,
lgbm,0.07,7,1200.0,0.1,1.0,20.392400857563345,,
lgbm,0.07,7,1200.0,0.2,1.0,20.39240085761885,,
lgbm,0.04,7,1200.0,0.1,1.0,20.393461235545026,,
lgbm,0.04,7,1200.0,0.15,1.0,20.393461235551268,,
lgbm,0.04,7,1200.0,0.05,1.0,20.393461235556366,,
lgbm,0.04,7,1200.0,0.2,1.0,20.393461235607106,,
lgbm,0.07,10,1000.0,0.05,1.0,20.39356287151376,,
lgbm,0.07,10,1000.0,0.2,1.0,20.39356287154122,,
lgbm,0.07,10,1000.0,0.1,1.0,20.393562871613465,,
lgbm,0.07,10,1000.0,0.15,1.0,20.393562871628834,,
lgbm,0.03,8,1500.0,0.15,0.5,20.394178039349754,,
lgbm,0.03,8,1500.0,0.2,0.5,20.394178039387363,,
lgbm,0.03,8,1500.0,0.05,0.5,20.39417803940147,,
lgbm,0.03,8,1500.0,0.1,0.5,20.39417803941472,,
lgbm,0.03,9,1000.0,0.1,2.0,20.39504752001917,,
lgbm,0.03,9,1000.0,0.05,2.0,20.395047520032914,,
lgbm,0.03,9,1000.0,0.2,2.0,20.395047520035142,,
lgbm,0.03,9,1000.0,0.15,2.0,20.395047520043917,,
lgbm,0.05,10,800.0,0.2,0.5,20.395132497636467,,
lgbm,0.05,10,800.0,0.1,0.5,20.395132497646483,,
lgbm,0.05,10,800.0,0.15,0.5,20.395132497679004,,
lgbm,0.05,10,800.0,0.05,0.5,20.395132497707305,,
lgbm,0.07,6,1200.0,0.05,1.0,20.395654744538888,,
lgbm,0.07,6,1200.0,0.2,1.0,20.3956547448222,,
lgbm,0.07,6,1200.0,0.15,1.0,20.395654744823435,,
lgbm,0.07,6,1200.0,0.1,1.0,20.395654744858014,,
catboost,0.04,7,,,,20.397016899757496,,1000.0
lgbm,0.04,8,800.0,0.05,2.0,20.39707428000436,,
lgbm,0.04,8,800.0,0.15,2.0,20.39707428005186,,
lgbm,0.04,8,800.0,0.2,2.0,20.39707428005737,,
lgbm,0.04,8,800.0,0.1,2.0,20.397074280063134,,
lgbm,0.03,9,1200.0,0.1,2.0,20.39767184385653,,
lgbm,0.03,9,1200.0,0.2,2.0,20.39767184386302,,
lgbm,0.03,9,1200.0,0.05,2.0,20.39767184386319,,
lgbm,0.03,9,1200.0,0.15,2.0,20.39767184387365,,
catboost,0.03,7,,,,20.39775104909868,,1200.0
lgbm,0.06,9,1200.0,0.2,1.0,20.39891319522857,,
lgbm,0.06,9,1200.0,0.15,1.0,20.398913195301414,,
lgbm,0.06,9,1200.0,0.1,1.0,20.39891319536671,,
lgbm,0.06,9,1200.0,0.05,1.0,20.398913195372177,,
lgbm,0.05,6,1000.0,0.15,0.5,20.398916808335134,,
lgbm,0.05,6,1000.0,0.05,0.5,20.398916808336658,,
lgbm,0.05,6,1000.0,0.2,0.5,20.398916808345337,,
lgbm,0.05,6,1000.0,0.1,0.5,20.398916808346986,,
lgbm,0.04,9,800.0,0.15,2.0,20.399513932111333,,
lgbm,0.04,9,800.0,0.1,2.0,20.399513932119692,,
lgbm,0.04,9,800.0,0.05,2.0,20.399513932127,,
lgbm,0.04,9,800.0,0.2,2.0,20.39951393214501,,
lgbm,0.06,7,1200.0,0.1,1.0,20.401287216489848,,
lgbm,0.06,7,1200.0,0.05,1.0,20.40128721651859,,
lgbm,0.06,7,1200.0,0.2,1.0,20.401287216588297,,
lgbm,0.06,7,1200.0,0.15,1.0,20.401287216619757,,
lgbm,0.04,8,1000.0,0.05,2.0,20.401289799018027,,
lgbm,0.04,8,1000.0,0.15,2.0,20.40128979906223,,
lgbm,0.04,8,1000.0,0.1,2.0,20.401289799084594,,
lgbm,0.04,8,1000.0,0.2,2.0,20.401289799086996,,
lgbm,0.07,9,1200.0,0.15,2.0,20.402894521639016,,
lgbm,0.07,9,1200.0,0.1,2.0,20.4028945216431,,
lgbm,0.07,9,1200.0,0.2,2.0,20.40289452168208,,
lgbm,0.07,9,1200.0,0.05,2.0,20.402894521704866,,
lgbm,0.07,6,800.0,0.05,1.0,20.406019619715607,,
lgbm,0.07,6,800.0,0.2,1.0,20.40601961980203,,
lgbm,0.07,6,800.0,0.1,1.0,20.40601961982251,,
lgbm,0.07,6,800.0,0.15,1.0,20.406019619856465,,
lgbm,0.05,7,800.0,0.05,2.0,20.409124175039832,,
lgbm,0.05,7,800.0,0.15,2.0,20.409124175055,,
lgbm,0.05,7,800.0,0.1,2.0,20.409124175091875,,
lgbm,0.05,7,800.0,0.2,2.0,20.409124175095062,,
lgbm,0.07,8,1500.0,0.2,1.0,20.40977403631296,,
lgbm,0.07,8,1500.0,0.15,1.0,20.409774036657335,,
lgbm,0.07,8,1500.0,0.05,1.0,20.40977403666167,,
lgbm,0.07,8,1500.0,0.1,1.0,20.40977403674179,,
lgbm,0.05,10,800.0,0.1,2.0,20.41049987064901,,
lgbm,0.05,10,800.0,0.2,2.0,20.410499870704975,,
lgbm,0.05,10,800.0,0.15,2.0,20.41049987072718,,
lgbm,0.05,10,800.0,0.05,2.0,20.41049987073751,,
lgbm,0.07,7,800.0,0.15,1.0,20.410650630174743,,
lgbm,0.07,7,800.0,0.05,1.0,20.4106506302203,,
lgbm,0.07,7,800.0,0.1,1.0,20.410650630267085,,
lgbm,0.07,7,800.0,0.2,1.0,20.410650630337347,,
lgbm,0.03,10,1000.0,0.05,2.0,20.41134006193314,,
lgbm,0.03,10,1000.0,0.15,2.0,20.41134006194086,,
lgbm,0.03,10,1000.0,0.1,2.0,20.411340061953343,,
lgbm,0.03,10,1000.0,0.2,2.0,20.411340061959287,,
lgbm,0.06,7,800.0,0.05,1.0,20.411564988036115,,
lgbm,0.06,7,800.0,0.1,1.0,20.411564988064526,,
lgbm,0.06,7,800.0,0.2,1.0,20.411564988114726,,
lgbm,0.06,7,800.0,0.15,1.0,20.411564988116734,,
lgbm,0.07,9,1500.0,0.2,0.5,20.418191555188745,,
lgbm,0.07,9,1500.0,0.1,0.5,20.418191555233758,,
lgbm,0.07,9,1500.0,0.15,0.5,20.41819155532967,,
lgbm,0.07,9,1500.0,0.05,0.5,20.418191555350674,,
lgbm,0.06,7,1200.0,0.1,2.0,20.41947907783731,,
lgbm,0.06,7,1200.0,0.15,2.0,20.419479077929616,,
lgbm,0.06,7,1200.0,0.2,2.0,20.419479077930134,,
lgbm,0.06,7,1200.0,0.05,2.0,20.41947907795798,,
lgbm,0.03,9,1200.0,0.15,0.5,20.42068328146035,,
lgbm,0.03,9,1200.0,0.2,0.5,20.42068328148357,,
lgbm,0.03,9,1200.0,0.1,0.5,20.420683281497425,,
lgbm,0.03,9,1200.0,0.05,0.5,20.420683281530103,,
lgbm,0.07,8,1200.0,0.2,1.0,20.421561618660313,,
lgbm,0.07,8,1200.0,0.05,1.0,20.42156161886267,,
lgbm,0.07,8,1200.0,0.15,1.0,20.421561618872612,,
lgbm,0.07,8,1200.0,0.1,1.0,20.42156161897448,,
lgbm,0.07,7,1200.0,0.15,2.0,20.424745998963733,,
lgbm,0.07,7,1200.0,0.1,2.0,20.424745999000816,,
lgbm,0.07,7,1200.0,0.05,2.0,20.424745999038066,,
lgbm,0.07,7,1200.0,0.2,2.0,20.42474599904774,,
lgbm,0.07,7,1500.0,0.15,1.0,20.425984378027586,,
lgbm,0.07,7,1500.0,0.05,1.0,20.42598437805038,,
lgbm,0.07,7,1500.0,0.2,1.0,20.42598437810173,,
lgbm,0.07,7,1500.0,0.1,1.0,20.425984378113014,,
lgbm,0.03,8,1000.0,0.1,2.0,20.427688241439142,,
lgbm,0.03,8,1000.0,0.05,2.0,20.42768824144707,,
lgbm,0.03,8,1000.0,0.2,2.0,20.427688241457094,,
lgbm,0.03,8,1000.0,0.15,2.0,20.427688241459506,,
catboost,0.04,6,,,,20.42922604161788,,1200.0
lgbm,0.04,7,800.0,0.15,0.5,20.432988260106775,,
lgbm,0.04,7,800.0,0.1,0.5,20.432988260108704,,
lgbm,0.04,7,800.0,0.05,0.5,20.43298826012406,,
lgbm,0.04,7,800.0,0.2,0.5,20.432988260138277,,
lgbm,0.05,6,800.0,0.05,0.5,20.43428155174036,,
lgbm,0.05,6,800.0,0.1,0.5,20.43428155175911,,
lgbm,0.05,6,800.0,0.15,0.5,20.4342815517658,,
lgbm,0.05,6,800.0,0.2,0.5,20.434281551779655,,
lgbm,0.04,8,1500.0,0.1,1.0,20.434306554375574,,
lgbm,0.04,8,1500.0,0.05,1.0,20.434306554385977,,
lgbm,0.04,8,1500.0,0.2,1.0,20.4343065544484,,
lgbm,0.04,8,1500.0,0.15,1.0,20.434306554471068,,
lgbm,0.04,9,1000.0,0.2,0.5,20.434309598571943,,
lgbm,0.04,9,1000.0,0.15,0.5,20.434309598596347,,
lgbm,0.04,9,1000.0,0.05,0.5,20.434309598604045,,
lgbm,0.04,9,1000.0,0.1,0.5,20.43430959864732,,
lgbm,0.03,10,1500.0,0.05,1.0,20.435971362545306,,
lgbm,0.03,10,1500.0,0.1,1.0,20.43597136255145,,
lgbm,0.03,10,1500.0,0.15,1.0,20.435971362607177,,
lgbm,0.03,10,1500.0,0.2,1.0,20.43597136269682,,
catboost,0.05,6,,,,20.436486722344004,,1500.0
lgbm,0.07,6,1000.0,0.05,1.0,20.436654762986173,,
lgbm,0.07,6,1000.0,0.2,1.0,20.43665476306626,,
lgbm,0.07,6,1000.0,0.1,1.0,20.43665476317516,,
lgbm,0.07,6,1000.0,0.15,1.0,20.43665476322183,,
lgbm,0.03,10,1000.0,0.2,0.5,20.43679642120879,,
lgbm,0.03,10,1000.0,0.15,0.5,20.436796421212897,,
lgbm,0.03,10,1000.0,0.05,0.5,20.43679642121315,,
lgbm,0.03,10,1000.0,0.1,0.5,20.43679642122251,,
lgbm,0.03,6,1200.0,0.2,2.0,20.43692051776175,,
lgbm,0.03,6,1200.0,0.1,2.0,20.436920517774514,,
lgbm,0.03,6,1200.0,0.05,2.0,20.436920517776606,,
lgbm,0.03,6,1200.0,0.15,2.0,20.43692051778315,,
lgbm,0.03,8,1200.0,0.05,0.5,20.43726194209798,,
lgbm,0.03,8,1200.0,0.15,0.5,20.437261942135898,,
lgbm,0.03,8,1200.0,0.1,0.5,20.437261942137877,,
lgbm,0.03,8,1200.0,0.2,0.5,20.437261942144165,,
lgbm,0.06,9,1000.0,0.2,1.0,20.43768861289836,,
lgbm,0.06,9,1000.0,0.15,1.0,20.437688612937816,,
lgbm,0.06,9,1000.0,0.1,1.0,20.43768861296034,,
lgbm,0.06,9,1000.0,0.05,1.0,20.43768861300742,,
lgbm,0.07,10,1200.0,0.2,1.0,20.43993197882948,,
lgbm,0.07,10,1200.0,0.05,1.0,20.439931978855963,,
lgbm,0.07,10,1200.0,0.1,1.0,20.439931978895135,,
lgbm,0.07,10,1200.0,0.15,1.0,20.4399319790221,,
lgbm,0.07,8,800.0,0.05,2.0,20.4401900024539,,
lgbm,0.07,8,800.0,0.1,2.0,20.440190002521362,,
lgbm,0.07,8,800.0,0.15,2.0,20.440190002595113,,
lgbm,0.07,8,800.0,0.2,2.0,20.440190002676495,,
lgbm,0.07,7,1500.0,0.15,2.0,20.440645766059014,,
lgbm,0.07,7,1500.0,0.2,2.0,20.440645766155235,,
lgbm,0.07,7,1500.0,0.05,2.0,20.440645766201072,,
lgbm,0.07,7,1500.0,0.1,2.0,20.440645766207442,,
lgbm,0.04,9,1200.0,0.15,0.5,20.443663932543075,,
lgbm,0.04,9,1200.0,0.2,0.5,20.44366393254331,,
lgbm,0.04,9,1200.0,0.05,0.5,20.443663932548116,,
lgbm,0.04,9,1200.0,0.1,0.5,20.443663932575582,,
lgbm,0.04,8,800.0,0.1,0.5,20.44435883586838,,
lgbm,0.04,8,800.0,0.15,0.5,20.44435883587479,,
lgbm,0.04,8,800.0,0.2,0.5,20.444358835879875,,
lgbm,0.04,8,800.0,0.05,0.5,20.444358835893933,,
catboost,0.03,8,,,,20.44463974151527,,1000.0
lgbm,0.04,8,1000.0,0.05,1.0,20.445271875559452,,
lgbm,0.04,8,1000.0,0.1,1.0,20.445271875568537,,
lgbm,0.04,8,1000.0,0.2,1.0,20.445271875676738,,
lgbm,0.04,8,1000.0,0.15,1.0,20.44527187567743,,
lgbm,0.07,9,800.0,0.1,1.0,20.446661633249256,,
lgbm,0.07,9,800.0,0.15,1.0,20.446661633295726,,
lgbm,0.07,9,800.0,0.05,1.0,20.446661633310747,,
lgbm,0.07,9,800.0,0.2,1.0,20.446661633388537,,
lgbm,0.03,9,800.0,0.15,1.0,20.44890111902811,,
lgbm,0.03,9,800.0,0.2,1.0,20.448901119044837,,
lgbm,0.03,9,800.0,0.1,1.0,20.448901119077377,,
lgbm,0.03,9,800.0,0.05,1.0,20.448901119091754,,
lgbm,0.05,6,1200.0,0.2,1.0,20.448974894506843,,
lgbm,0.05,6,1200.0,0.1,1.0,20.448974894572984,,
lgbm,0.05,6,1200.0,0.15,1.0,20.44897489461239,,
lgbm,0.05,6,1200.0,0.05,1.0,20.44897489466582,,
lgbm,0.03,8,1000.0,0.05,0.5,20.450641899656663,,
lgbm,0.03,8,1000.0,0.15,0.5,20.45064189967032,,
lgbm,0.03,8,1000.0,0.2,0.5,20.450641899673226,,
lgbm,0.03,8,1000.0,0.1,0.5,20.450641899677642,,
catboost,0.03,6,,,,20.450728534480895,,1800.0
lgbm,0.06,7,1000.0,0.1,2.0,20.451088660942307,,
lgbm,0.06,7,1000.0,0.2,2.0,20.45108866097813,,
lgbm,0.06,7,1000.0,0.05,2.0,20.45108866098384,,
lgbm,0.06,7,1000.0,0.15,2.0,20.451088660992493,,
lgbm,0.03,8,800.0,0.05,1.0,20.451356318138078,,
lgbm,0.03,8,800.0,0.15,1.0,20.451356318141492,,
lgbm,0.03,8,800.0,0.2,1.0,20.451356318144878,,
lgbm,0.03,8,800.0,0.1,1.0,20.4513563181483,,
lgbm,0.03,10,1200.0,0.1,1.0,20.452665422287435,,
lgbm,0.03,10,1200.0,0.05,1.0,20.45266542230436,,
lgbm,0.03,10,1200.0,0.15,1.0,20.452665422306474,,
lgbm,0.03,10,1200.0,0.2,1.0,20.45266542236521,,
lgbm,0.07,7,1500.0,0.15,0.5,20.454692526667735,,
lgbm,0.07,7,1500.0,0.1,0.5,20.45469252677803,,
lgbm,0.07,7,1500.0,0.2,0.5,20.45469252692269,,
lgbm,0.07,7,1500.0,0.05,0.5,20.45469252696152,,
lgbm,0.04,8,1200.0,0.1,1.0,20.45472282105397,,
lgbm,0.04,8,1200.0,0.05,1.0,20.454722821055586,,
lgbm,0.04,8,1200.0,0.15,1.0,20.454722821123283,,
lgbm,0.04,8,1200.0,0.2,1.0,20.454722821155897,,
lgbm,0.04,6,1200.0,0.05,0.5,20.45985988517467,,
lgbm,0.04,6,1200.0,0.2,0.5,20.459859885177174,,
lgbm,0.04,6,1200.0,0.15,0.5,20.459859885187363,,
lgbm,0.04,6,1200.0,0.1,0.5,20.45985988523039,,
lgbm,0.07,7,1200.0,0.15,0.5,20.46081030989596,,
lgbm,0.07,7,1200.0,0.1,0.5,20.460810309956614,,
lgbm,0.07,7,1200.0,0.05,0.5,20.460810310020598,,
lgbm,0.07,7,1200.0,0.2,0.5,20.460810310101387,,
lgbm,0.07,9,1000.0,0.15,1.0,20.461730587103272,,
lgbm,0.07,9,1000.0,0.05,1.0,20.46173058715904,,
lgbm,0.07,9,1000.0,0.1,1.0,20.461730587207562,,
lgbm,0.07,9,1000.0,0.2,1.0,20.461730587253946,,
lgbm,0.04,7,1000.0,0.15,1.0,20.462656076588097,,
lgbm,0.04,7,1000.0,0.1,1.0,20.462656076624636,,
lgbm,0.04,7,1000.0,0.05,1.0,20.46265607665371,,
lgbm,0.04,7,1000.0,0.2,1.0,20.462656076698742,,
lgbm,0.05,6,1500.0,0.2,1.0,20.46385713625665,,
lgbm,0.05,6,1500.0,0.1,1.0,20.463857136407373,,
lgbm,0.05,6,1500.0,0.15,1.0,20.463857136426476,,
lgbm,0.05,6,1500.0,0.05,1.0,20.46385713651184,,
lgbm,0.06,7,800.0,0.15,2.0,20.46395695659401,,
lgbm,0.06,7,800.0,0.1,2.0,20.463956956604992,,
lgbm,0.06,7,800.0,0.2,2.0,20.46395695665288,,
lgbm,0.06,7,800.0,0.05,2.0,20.463956956658336,,
lgbm,0.04,6,1500.0,0.2,0.5,20.46467387948899,,
lgbm,0.04,6,1500.0,0.15,0.5,20.464673879501145,,
lgbm,0.04,6,1500.0,0.05,0.5,20.464673879505142,,
lgbm,0.04,6,1500.0,0.1,0.5,20.4646738796044,,
lgbm,0.05,6,1000.0,0.1,1.0,20.465047206760943,,
lgbm,0.05,6,1000.0,0.2,1.0,20.46504720679117,,
lgbm,0.05,6,1000.0,0.05,1.0,20.46504720683035,,
lgbm,0.05,6,1000.0,0.15,1.0,20.465047206870608,,
lgbm,0.05,9,800.0,0.05,1.0,20.465316784072765,,
lgbm,0.05,9,800.0,0.1,1.0,20.46531678407833,,
lgbm,0.05,9,800.0,0.15,1.0,20.465316784100605,,
