model,lr,depth,n_est,alpha,lambda,mape,subsample,iterations
lgbm,0.05,9,800.0,0.2,1.0,20.465316784134473,,
lgbm,0.03,7,1500.0,0.2,1.0,20.469270746085712,,
lgbm,0.03,7,1500.0,0.05,1.0,20.469270746111405,,
lgbm,0.03,7,1500.0,0.15,1.0,20.46927074611697,,
lgbm,0.03,7,1500.0,0.1,1.0,20.46927074612155,,
lgbm,0.07,8,1000.0,0.2,0.5,20.46948037025024,,
lgbm,0.07,8,1000.0,0.15,0.5,20.469480370273764,,
lgbm,0.07,8,1000.0,0.1,0.5,20.469480370332953,,
lgbm,0.07,8,1000.0,0.05,0.5,20.46948037049083,,
lgbm,0.07,10,1500.0,0.1,1.0,20.470030701830197,,
lgbm,0.07,10,1500.0,0.2,1.0,20.470030701850526,,
lgbm,0.07,10,1500.0,0.05,1.0,20.47003070186092,,
lgbm,0.07,10,1500.0,0.15,1.0,20.47003070191541,,
lgbm,0.07,9,1200.0,0.15,1.0,20.470382890317737,,
lgbm,0.07,9,1200.0,0.1,1.0,20.47038289038124,,
lgbm,0.07,9,1200.0,0.05,1.0,20.470382890394536,,
lgbm,0.07,9,1200.0,0.2,1.0,20.47038289047504,,
lgbm,0.07,6,1000.0,0.1,0.5,20.471617306836322,,
lgbm,0.07,6,1000.0,0.15,0.5,20.47161730688509,,
lgbm,0.07,6,1000.0,0.2,0.5,20.471617306904342,,
lgbm,0.07,6,1000.0,0.05,0.5,20.471617306957622,,
lgbm,0.04,10,1200.0,0.1,1.0,20.472722196107853,,
lgbm,0.04,10,1200.0,0.05,1.0,20.47272219611421,,
lgbm,0.04,10,1200.0,0.2,1.0,20.47272219616117,,
lgbm,0.04,10,1200.0,0.15,1.0,20.472722196167535,,
lgbm,0.03,9,1000.0,0.15,0.5,20.476216981871996,,
lgbm,0.03,9,1000.0,0.2,0.5,20.476216981880572,,
lgbm,0.03,9,1000.0,0.1,0.5,20.476216981888847,,
lgbm,0.03,9,1000.0,0.05,0.5,20.4762169819214,,
lgbm,0.04,10,1000.0,0.05,1.0,20.477305589348674,,
lgbm,0.04,10,1000.0,0.1,1.0,20.47730558935011,,
lgbm,0.04,10,1000.0,0.2,1.0,20.47730558942046,,
lgbm,0.04,10,1000.0,0.15,1.0,20.477305589423782,,
lgbm,0.07,6,1500.0,0.05,1.0,20.482494801249743,,
lgbm,0.07,6,1500.0,0.2,1.0,20.48249480149853,,
lgbm,0.07,6,1500.0,0.1,1.0,20.482494801602243,,
lgbm,0.07,6,1500.0,0.15,1.0,20.4824948016071,,
lgbm,0.03,6,1500.0,0.05,1.0,20.482532144880302,,
lgbm,0.03,6,1500.0,0.15,1.0,20.48253214488297,,
lgbm,0.03,6,1500.0,0.2,1.0,20.482532144894513,,
lgbm,0.03,6,1500.0,0.1,1.0,20.482532144935927,,
lgbm,0.04,10,1500.0,0.05,1.0,20.48268008635136,,
lgbm,0.04,10,1500.0,0.2,1.0,20.48268008638367,,
lgbm,0.04,10,1500.0,0.15,1.0,20.482680086389113,,
lgbm,0.04,10,1500.0,0.1,1.0,20.48268008639148,,
lgbm,0.06,9,800.0,0.2,1.0,20.48568393385935,,
lgbm,0.06,9,800.0,0.15,1.0,20.485683933891433,,
lgbm,0.06,9,800.0,0.05,1.0,20.48568393394016,,
lgbm,0.06,9,800.0,0.1,1.0,20.485683933958164,,
lgbm,0.04,6,1500.0,0.15,2.0,20.485988007399715,,
lgbm,0.04,6,1500.0,0.2,2.0,20.48598800744295,,
lgbm,0.04,6,1500.0,0.05,2.0,20.485988007482163,,
lgbm,0.04,6,1500.0,0.1,2.0,20.485988007534576,,
catboost,0.06,6,,,,20.486392252500394,,1800.0
catboost,0.06,6,,,,20.486392252500394,,1000.0
catboost,0.06,6,,,,20.486392252500394,,1200.0
catboost,0.06,6,,,,20.486392252500394,,1500.0
lgbm,0.07,7,1000.0,0.05,2.0,20.486890430062925,,
lgbm,0.07,7,1000.0,0.1,2.0,20.48689043010289,,
lgbm,0.07,7,1000.0,0.15,2.0,20.486890430129368,,
lgbm,0.07,7,1000.0,0.2,2.0,20.486890430150304,,
lgbm,0.07,9,1500.0,0.15,2.0,20.488850441383352,,
lgbm,0.07,9,1500.0,0.1,2.0,20.48885044142816,,
lgbm,0.07,9,1500.0,0.05,2.0,20.48885044146563,,
lgbm,0.07,9,1500.0,0.2,2.0,20.488850441626255,,
lgbm,0.07,7,800.0,0.2,0.5,20.48957319531043,,
lgbm,0.07,7,800.0,0.05,0.5,20.48957319532879,,
lgbm,0.07,7,800.0,0.15,0.5,20.489573195350236,,
lgbm,0.07,7,800.0,0.1,0.5,20.489573195413005,,
lgbm,0.05,6,1200.0,0.2,2.0,20.49067827046403,,
lgbm,0.05,6,1200.0,0.05,2.0,20.490678270495824,,
lgbm,0.05,6,1200.0,0.15,2.0,20.49067827050701,,
lgbm,0.05,6,1200.0,0.1,2.0,20.490678270551502,,
lgbm,0.03,7,1200.0,0.05,1.0,20.490715983211906,,
lgbm,0.03,7,1200.0,0.2,1.0,20.490715983213356,,
lgbm,0.03,7,1200.0,0.1,1.0,20.490715983235336,,
lgbm,0.03,7,1200.0,0.15,1.0,20.490715983236143,,
lgbm,0.07,8,1200.0,0.15,0.5,20.49144002630361,,
lgbm,0.07,8,1200.0,0.2,0.5,20.491440026392997,,
lgbm,0.07,8,1200.0,0.1,0.5,20.49144002654151,,
lgbm,0.07,8,1200.0,0.05,0.5,20.49144002656786,,
lgbm,0.03,7,1500.0,0.2,2.0,20.49237635366607,,
lgbm,0.03,7,1500.0,0.1,2.0,20.492376353668405,,
lgbm,0.03,7,1500.0,0.05,2.0,20.492376353670732,,
lgbm,0.03,7,1500.0,0.15,2.0,20.49237635367714,,
lgbm,0.06,8,800.0,0.1,1.0,20.492853252321062,,
lgbm,0.06,8,800.0,0.2,1.0,20.492853252323766,,
lgbm,0.06,8,800.0,0.05,1.0,20.492853252331088,,
lgbm,0.06,8,800.0,0.15,1.0,20.492853252389757,,
lgbm,0.07,7,800.0,0.05,2.0,20.494282919005315,,
lgbm,0.07,7,800.0,0.1,2.0,20.494282919051134,,
lgbm,0.07,7,800.0,0.15,2.0,20.494282919052054,,
lgbm,0.07,7,800.0,0.2,2.0,20.49428291910966,,
lgbm,0.03,9,800.0,0.05,2.0,20.494471697092454,,
lgbm,0.03,9,800.0,0.1,2.0,20.494471697094532,,
lgbm,0.03,9,800.0,0.2,2.0,20.494471697105798,,
lgbm,0.03,9,800.0,0.15,2.0,20.494471697106544,,
lgbm,0.07,6,1200.0,0.2,0.5,20.499315015765465,,
lgbm,0.07,6,1200.0,0.15,0.5,20.499315015771277,,
lgbm,0.07,6,1200.0,0.1,0.5,20.499315015783047,,
lgbm,0.07,6,1200.0,0.05,0.5,20.499315015889916,,
lgbm,0.04,6,1200.0,0.15,2.0,20.49974753970702,,
lgbm,0.04,6,1200.0,0.2,2.0,20.499747539728183,,
lgbm,0.04,6,1200.0,0.05,2.0,20.49974753975292,,
lgbm,0.04,6,1200.0,0.1,2.0,20.499747539789666,,
lgbm,0.04,8,800.0,0.1,1.0,20.499829351350666,,
lgbm,0.04,8,800.0,0.05,1.0,20.499829351365648,,
lgbm,0.04,8,800.0,0.15,1.0,20.499829351443253,,
lgbm,0.04,8,800.0,0.2,1.0,20.499829351456082,,
lgbm,0.07,8,800.0,0.15,0.5,20.500310272097266,,
lgbm,0.07,8,800.0,0.1,0.5,20.500310272168548,,
lgbm,0.07,8,800.0,0.2,0.5,20.50031027220615,,
lgbm,0.07,8,800.0,0.05,0.5,20.500310272283517,,
lgbm,0.04,6,1200.0,0.05,1.0,20.501251498616057,,
lgbm,0.04,6,1200.0,0.1,1.0,20.50125149868533,,
lgbm,0.04,6,1200.0,0.15,1.0,20.50125149868973,,
lgbm,0.04,6,1200.0,0.2,1.0,20.501251498731186,,
lgbm,0.03,7,1500.0,0.1,0.5,20.501915173614087,,
lgbm,0.03,7,1500.0,0.05,0.5,20.501915173620457,,
lgbm,0.03,7,1500.0,0.15,0.5,20.50191517367092,,
lgbm,0.03,7,1500.0,0.2,0.5,20.501915173688285,,
lgbm,0.03,7,1200.0,0.1,2.0,20.50242878281002,,
lgbm,0.03,7,1200.0,0.15,2.0,20.502428782813322,,
lgbm,0.03,7,1200.0,0.05,2.0,20.502428782817354,,
lgbm,0.03,7,1200.0,0.2,2.0,20.50242878282776,,
lgbm,0.07,7,1000.0,0.1,0.5,20.503023120582874,,
lgbm,0.07,7,1000.0,0.15,0.5,20.50302312061535,,
lgbm,0.07,7,1000.0,0.05,0.5,20.503023120650624,,
lgbm,0.07,7,1000.0,0.2,0.5,20.503023120700057,,
lgbm,0.07,8,1500.0,0.15,0.5,20.505403864216074,,
lgbm,0.07,8,1500.0,0.2,0.5,20.505403864287725,,
lgbm,0.07,8,1500.0,0.1,0.5,20.505403864321394,,
lgbm,0.07,8,1500.0,0.05,0.5,20.505403864388825,,
lgbm,0.07,6,800.0,0.2,0.5,20.506546818360473,,
lgbm,0.07,6,800.0,0.15,0.5,20.506546818372236,,
lgbm,0.07,6,800.0,0.05,0.5,20.506546818377263,,
lgbm,0.07,6,800.0,0.1,0.5,20.506546818409948,,
lgbm,0.05,6,1500.0,0.2,2.0,20.510408802010396,,
lgbm,0.05,6,1500.0,0.05,2.0,20.510408802030682,,
lgbm,0.05,6,1500.0,0.15,2.0,20.51040880206511,,
lgbm,0.05,6,1500.0,0.1,2.0,20.510408802115265,,
lgbm,0.04,7,800.0,0.15,1.0,20.51379692866845,,
lgbm,0.04,7,800.0,0.1,1.0,20.513796928671415,,
lgbm,0.04,7,800.0,0.05,1.0,20.51379692872469,,
lgbm,0.04,7,800.0,0.2,1.0,20.513796928731182,,
lgbm,0.03,7,1200.0,0.1,0.5,20.51788478732372,,
lgbm,0.03,7,1200.0,0.05,0.5,20.517884787331703,,
lgbm,0.03,7,1200.0,0.15,0.5,20.517884787366235,,
lgbm,0.03,7,1200.0,0.2,0.5,20.517884787397257,,
lgbm,0.03,6,1000.0,0.2,2.0,20.52130209045277,,
lgbm,0.03,6,1000.0,0.05,2.0,20.52130209046034,,
lgbm,0.03,6,1000.0,0.1,2.0,20.521302090464015,,
lgbm,0.03,6,1000.0,0.15,2.0,20.521302090464804,,
lgbm,0.03,10,800.0,0.1,2.0,20.523478916484073,,
lgbm,0.03,10,800.0,0.2,2.0,20.523478916492586,,
lgbm,0.03,10,800.0,0.15,2.0,20.523478916499155,,
lgbm,0.03,10,800.0,0.05,2.0,20.523478916499734,,
lgbm,0.03,8,800.0,0.1,0.5,20.525055542138308,,
lgbm,0.03,8,800.0,0.15,0.5,20.52505554214268,,
lgbm,0.03,8,800.0,0.05,0.5,20.5250555421458,,
lgbm,0.03,8,800.0,0.2,0.5,20.52505554215056,,
lgbm,0.04,10,800.0,0.05,1.0,20.526921552759816,,
lgbm,0.04,10,800.0,0.1,1.0,20.526921552774176,,
lgbm,0.04,10,800.0,0.2,1.0,20.526921552800903,,
lgbm,0.04,10,800.0,0.15,1.0,20.526921552851388,,
lgbm,0.04,9,800.0,0.2,0.5,20.533604686109264,,
lgbm,0.04,9,800.0,0.05,0.5,20.53360468611748,,
lgbm,0.04,9,800.0,0.15,0.5,20.53360468613639,,
lgbm,0.04,9,800.0,0.1,0.5,20.533604686139455,,
lgbm,0.03,9,800.0,0.15,0.5,20.534136949853984,,
lgbm,0.03,9,800.0,0.2,0.5,20.53413694985629,,
lgbm,0.03,9,800.0,0.1,0.5,20.534136949873893,,
lgbm,0.03,9,800.0,0.05,0.5,20.534136949890836,,
catboost,0.03,6,,,,20.536554083827387,,1500.0
lgbm,0.03,6,1200.0,0.05,1.0,20.536947913579443,,
lgbm,0.03,6,1200.0,0.15,1.0,20.53694791359561,,
lgbm,0.03,6,1200.0,0.2,1.0,20.536947913602095,,
lgbm,0.03,6,1200.0,0.1,1.0,20.53694791361794,,
lgbm,0.04,6,1500.0,0.05,1.0,20.53700943783321,,
lgbm,0.04,6,1500.0,0.1,1.0,20.537009437870168,,
lgbm,0.04,6,1500.0,0.15,1.0,20.537009437871937,,
lgbm,0.04,6,1500.0,0.2,1.0,20.53700943789714,,
lgbm,0.06,8,800.0,0.05,2.0,20.53755948674552,,
lgbm,0.06,8,800.0,0.15,2.0,20.537559486810615,,
lgbm,0.06,8,800.0,0.2,2.0,20.537559486819465,,
lgbm,0.06,8,800.0,0.1,2.0,20.53755948683075,,
lgbm,0.05,6,1000.0,0.15,2.0,20.539370160174624,,
lgbm,0.05,6,1000.0,0.05,2.0,20.539370160177363,,
lgbm,0.05,6,1000.0,0.2,2.0,20.539370160209668,,
lgbm,0.05,6,1000.0,0.1,2.0,20.539370160218155,,
lgbm,0.06,8,1000.0,0.15,2.0,20.54126916744602,,
lgbm,0.06,8,1000.0,0.1,2.0,20.541269167486803,,
lgbm,0.06,8,1000.0,0.2,2.0,20.541269167493518,,
lgbm,0.06,8,1000.0,0.05,2.0,20.541269167497912,,
lgbm,0.03,8,800.0,0.05,2.0,20.542830171957515,,
lgbm,0.03,8,800.0,0.2,2.0,20.542830171961306,,
lgbm,0.03,8,800.0,0.15,2.0,20.54283017196744,,
lgbm,0.03,8,800.0,0.1,2.0,20.542830171969275,,
lgbm,0.06,6,1200.0,0.2,0.5,20.54327954094021,,
lgbm,0.06,6,1200.0,0.1,0.5,20.543279540967767,,
lgbm,0.06,6,1200.0,0.05,0.5,20.543279540978222,,
lgbm,0.06,6,1200.0,0.15,0.5,20.543279541024372,,
lgbm,0.04,6,1000.0,0.15,2.0,20.54331079754364,,
lgbm,0.04,6,1000.0,0.2,2.0,20.54331079757429,,
lgbm,0.04,6,1000.0,0.05,2.0,20.543310797574406,,
lgbm,0.04,6,1000.0,0.1,2.0,20.543310797592348,,
lgbm,0.07,6,1500.0,0.15,0.5,20.543351699193472,,
lgbm,0.07,6,1500.0,0.1,0.5,20.54335169920801,,
lgbm,0.07,6,1500.0,0.2,0.5,20.54335169929794,,
lgbm,0.07,6,1500.0,0.05,0.5,20.54335169946638,,
lgbm,0.03,10,1000.0,0.05,1.0,20.54372087014074,,
lgbm,0.03,10,1000.0,0.1,1.0,20.543720870148377,,
lgbm,0.03,10,1000.0,0.15,1.0,20.54372087018514,,
lgbm,0.03,10,1000.0,0.2,1.0,20.54372087020484,,
catboost,0.05,6,,,,20.544960651659924,,1200.0
lgbm,0.06,6,1000.0,0.05,0.5,20.55037924257512,,
lgbm,0.06,6,1000.0,0.15,0.5,20.550379242616966,,
lgbm,0.06,6,1000.0,0.2,0.5,20.55037924262572,,
lgbm,0.06,6,1000.0,0.1,0.5,20.550379242637863,,
lgbm,0.06,6,800.0,0.05,0.5,20.551205677385244,,
lgbm,0.06,6,800.0,0.2,0.5,20.551205677532444,,
lgbm,0.06,6,800.0,0.1,0.5,20.551205677541308,,
lgbm,0.06,6,800.0,0.15,0.5,20.55120567754854,,
lgbm,0.04,6,1000.0,0.2,0.5,20.55457637558083,,
lgbm,0.04,6,1000.0,0.05,0.5,20.554576375589516,,
lgbm,0.04,6,1000.0,0.15,0.5,20.554576375626798,,
lgbm,0.04,6,1000.0,0.1,0.5,20.554576375647386,,
lgbm,0.05,6,800.0,0.2,1.0,20.55556953712559,,
lgbm,0.05,6,800.0,0.1,1.0,20.555569537167344,,
lgbm,0.05,6,800.0,0.05,1.0,20.555569537195662,,
lgbm,0.05,6,800.0,0.15,1.0,20.55556953725673,,
catboost,0.03,7,,,,20.557226765651286,,1000.0
lgbm,0.03,7,1000.0,0.05,2.0,20.557500631077716,,
lgbm,0.03,7,1000.0,0.15,2.0,20.557500631092562,,
lgbm,0.03,7,1000.0,0.1,2.0,20.557500631095138,,
lgbm,0.03,7,1000.0,0.2,2.0,20.557500631103625,,
lgbm,0.03,7,1000.0,0.1,0.5,20.559718580770202,,
lgbm,0.03,7,1000.0,0.05,0.5,20.559718580800528,,
lgbm,0.03,7,1000.0,0.15,0.5,20.559718580829234,,
lgbm,0.03,7,1000.0,0.2,0.5,20.5597185808559,,
lgbm,0.06,6,1500.0,0.2,0.5,20.565955508117177,,
lgbm,0.06,6,1500.0,0.05,0.5,20.565955508148615,,
lgbm,0.06,6,1500.0,0.15,0.5,20.565955508174465,,
lgbm,0.06,6,1500.0,0.1,0.5,20.565955508181595,,
catboost,0.07,6,,,,20.56990929554259,,1200.0
catboost,0.07,6,,,,20.56990929554259,,1800.0
catboost,0.07,6,,,,20.56990929554259,,1500.0
lgbm,0.06,8,1000.0,0.05,1.0,20.571188247988474,,
lgbm,0.06,8,1000.0,0.1,1.0,20.571188248064388,,
lgbm,0.06,8,1000.0,0.2,1.0,20.57118824809007,,
lgbm,0.06,8,1000.0,0.15,1.0,20.571188248192453,,
lgbm,0.04,6,800.0,0.2,0.5,20.57149188771195,,
lgbm,0.04,6,800.0,0.05,0.5,20.571491887747957,,
lgbm,0.04,6,800.0,0.15,0.5,20.571491887769866,,
lgbm,0.04,6,800.0,0.1,0.5,20.571491887796107,,
lgbm,0.03,7,1000.0,0.2,1.0,20.57225017762803,,
lgbm,0.03,7,1000.0,0.05,1.0,20.5722501776359,,
lgbm,0.03,7,1000.0,0.15,1.0,20.57225017764007,,
lgbm,0.03,7,1000.0,0.1,1.0,20.572250177668494,,
lgbm,0.06,8,1200.0,0.05,1.0,20.572491810868677,,
lgbm,0.06,8,1200.0,0.2,1.0,20.57249181098025,,
lgbm,0.06,8,1200.0,0.1,1.0,20.57249181102502,,
lgbm,0.06,8,1200.0,0.15,1.0,20.572491811159043,,
lgbm,0.03,6,1000.0,0.2,1.0,20.5727262519357,,
lgbm,0.03,6,1000.0,0.05,1.0,20.572726251948044,,
lgbm,0.03,6,1000.0,0.15,1.0,20.572726251951927,,
lgbm,0.03,6,1000.0,0.1,1.0,20.57272625198201,,
lgbm,0.07,9,1500.0,0.15,1.0,20.57357628304888,,
lgbm,0.07,9,1500.0,0.2,1.0,20.57357628316466,,
lgbm,0.07,9,1500.0,0.1,1.0,20.573576283164797,,
lgbm,0.07,9,1500.0,0.05,1.0,20.573576283174056,,
lgbm,0.06,6,1200.0,0.1,2.0,20.57887003564313,,
lgbm,0.06,6,1200.0,0.15,2.0,20.578870035663314,,
lgbm,0.06,6,1200.0,0.05,2.0,20.578870035692766,,
lgbm,0.06,6,1200.0,0.2,2.0,20.578870035733182,,
lgbm,0.06,8,1200.0,0.15,2.0,20.581204025780657,,
lgbm,0.06,8,1200.0,0.2,2.0,20.5812040257886,,
lgbm,0.06,8,1200.0,0.1,2.0,20.581204025837486,,
lgbm,0.06,8,1200.0,0.05,2.0,20.58120402586315,,
lgbm,0.04,6,1000.0,0.05,1.0,20.58427213089338,,
lgbm,0.04,6,1000.0,0.2,1.0,20.584272130932433,,
lgbm,0.04,6,1000.0,0.15,1.0,20.584272130938867,,
lgbm,0.04,6,1000.0,0.1,1.0,20.584272130948747,,
lgbm,0.03,10,800.0,0.2,0.5,20.58463101781711,,
lgbm,0.03,10,800.0,0.05,0.5,20.584631017820314,,
lgbm,0.03,10,800.0,0.1,0.5,20.584631017820996,,
lgbm,0.03,10,800.0,0.15,0.5,20.58463101782757,,
lgbm,0.06,8,1500.0,0.15,2.0,20.590241866508503,,
lgbm,0.06,8,1500.0,0.2,2.0,20.590241866513086,,
lgbm,0.06,8,1500.0,0.05,2.0,20.590241866535607,,
lgbm,0.06,8,1500.0,0.1,2.0,20.590241866565783,,
catboost,0.04,6,,,,20.592003107372435,,1000.0
lgbm,0.06,6,800.0,0.05,2.0,20.595720013243824,,
lgbm,0.06,6,800.0,0.15,2.0,20.595720013311436,,
lgbm,0.06,6,800.0,0.1,2.0,20.595720013317493,,
lgbm,0.06,6,800.0,0.2,2.0,20.595720013365533,,
lgbm,0.06,6,1500.0,0.1,2.0,20.59631580051239,,
lgbm,0.06,6,1500.0,0.15,2.0,20.596315800637214,,
lgbm,0.06,6,1500.0,0.05,2.0,20.59631580068401,,
lgbm,0.06,6,1500.0,0.2,2.0,20.59631580073316,,
lgbm,0.04,6,800.0,0.1,2.0,20.596388608778298,,
lgbm,0.04,6,800.0,0.15,2.0,20.596388608785638,,
lgbm,0.04,6,800.0,0.2,2.0,20.596388608790622,,
lgbm,0.04,6,800.0,0.05,2.0,20.59638860879325,,
lgbm,0.05,7,1500.0,0.05,1.0,20.599920660919327,,
lgbm,0.05,7,1500.0,0.15,1.0,20.599920660954304,,
lgbm,0.05,7,1500.0,0.2,1.0,20.599920660984637,,
lgbm,0.05,7,1500.0,0.1,1.0,20.599920661008834,,
lgbm,0.06,6,1000.0,0.2,2.0,20.60036896724927,,
lgbm,0.06,6,1000.0,0.15,2.0,20.600368967273365,,
lgbm,0.06,6,1000.0,0.1,2.0,20.600368967274083,,
lgbm,0.06,6,1000.0,0.05,2.0,20.600368967314374,,
lgbm,0.03,10,800.0,0.05,1.0,20.617965563499503,,
lgbm,0.03,10,800.0,0.1,1.0,20.617965563503883,,
lgbm,0.03,10,800.0,0.15,1.0,20.617965563517096,,
lgbm,0.03,10,800.0,0.2,1.0,20.617965563536316,,
lgbm,0.06,8,1500.0,0.05,1.0,20.62185461945375,,
lgbm,0.06,8,1500.0,0.2,1.0,20.621854619529365,,
lgbm,0.06,8,1500.0,0.1,1.0,20.621854619570534,,
lgbm,0.06,8,1500.0,0.15,1.0,20.621854619814496,,
lgbm,0.03,6,1500.0,0.2,0.5,20.628758580671455,,
lgbm,0.03,6,1500.0,0.15,0.5,20.628758580677925,,
lgbm,0.03,6,1500.0,0.1,0.5,20.62875858070865,,
lgbm,0.03,6,1500.0,0.05,0.5,20.628758580745437,,
lgbm,0.05,7,1200.0,0.1,1.0,20.628931440744747,,
lgbm,0.05,7,1200.0,0.15,1.0,20.628931440776466,,
lgbm,0.05,7,1200.0,0.05,1.0,20.62893144080161,,
lgbm,0.05,7,1200.0,0.2,1.0,20.628931440835427,,
lgbm,0.03,7,800.0,0.2,2.0,20.631605439547847,,
lgbm,0.03,7,800.0,0.05,2.0,20.631605439560232,,
lgbm,0.03,7,800.0,0.15,2.0,20.631605439564876,,
lgbm,0.03,7,800.0,0.1,2.0,20.63160543956951,,
lgbm,0.03,7,800.0,0.1,0.5,20.63271923883042,,
lgbm,0.03,7,800.0,0.05,0.5,20.632719238839393,,
lgbm,0.03,7,800.0,0.15,0.5,20.632719238860886,,
lgbm,0.03,7,800.0,0.2,0.5,20.632719238891546,,
lgbm,0.03,6,800.0,0.2,2.0,20.635864012195746,,
lgbm,0.03,6,800.0,0.15,2.0,20.635864012208184,,
lgbm,0.03,6,800.0,0.1,2.0,20.635864012211886,,
lgbm,0.03,6,800.0,0.05,2.0,20.635864012226943,,
lgbm,0.05,7,1000.0,0.1,1.0,20.637930319245157,,
lgbm,0.05,7,1000.0,0.15,1.0,20.637930319262367,,
lgbm,0.05,7,1000.0,0.05,1.0,20.63793031928633,,
lgbm,0.05,7,1000.0,0.2,1.0,20.637930319311657,,
catboost,0.05,6,,,,20.646712626035804,,1000.0
lgbm,0.04,6,800.0,0.05,1.0,20.65478229413806,,
lgbm,0.04,6,800.0,0.2,1.0,20.65478229414518,,
lgbm,0.04,6,800.0,0.15,1.0,20.654782294181015,,
lgbm,0.04,6,800.0,0.1,1.0,20.654782294191044,,
lgbm,0.05,7,800.0,0.15,1.0,20.654925651180093,,
lgbm,0.05,7,800.0,0.2,1.0,20.65492565118612,,
lgbm,0.05,7,800.0,0.1,1.0,20.654925651197036,,
lgbm,0.05,7,800.0,0.05,1.0,20.65492565121701,,
lgbm,0.06,6,1000.0,0.15,1.0,20.656691226132693,,
lgbm,0.06,6,1000.0,0.1,1.0,20.656691226167133,,
lgbm,0.06,6,1000.0,0.05,1.0,20.65669122617005,,
lgbm,0.06,6,1000.0,0.2,1.0,20.65669122624752,,
catboost,0.07,6,,,,20.663407012727813,,1000.0
lgbm,0.06,6,800.0,0.1,1.0,20.679169394012234,,
lgbm,0.06,6,800.0,0.05,1.0,20.67916939401671,,
lgbm,0.06,6,800.0,0.15,1.0,20.679169394019915,,
lgbm,0.06,6,800.0,0.2,1.0,20.679169394137787,,
lgbm,0.03,6,1200.0,0.15,0.5,20.68098916054295,,
lgbm,0.03,6,1200.0,0.2,0.5,20.680989160549007,,
lgbm,0.03,6,1200.0,0.05,0.5,20.680989160557615,,
lgbm,0.03,6,1200.0,0.1,0.5,20.680989160565144,,
lgbm,0.05,6,800.0,0.15,2.0,20.692453821964587,,
lgbm,0.05,6,800.0,0.1,2.0,20.692453821974468,,
lgbm,0.05,6,800.0,0.2,2.0,20.692453821981196,,
lgbm,0.05,6,800.0,0.05,2.0,20.69245382205851,,
lgbm,0.06,6,1200.0,0.15,1.0,20.69510348287416,,
lgbm,0.06,6,1200.0,0.1,1.0,20.69510348290503,,
lgbm,0.06,6,1200.0,0.2,1.0,20.695103482948216,,
lgbm,0.06,6,1200.0,0.05,1.0,20.69510348297854,,
lgbm,0.03,6,800.0,0.2,1.0,20.695364440302257,,
lgbm,0.03,6,800.0,0.05,1.0,20.695364440304985,,
lgbm,0.03,6,800.0,0.15,1.0,20.695364440316055,,
lgbm,0.03,6,800.0,0.1,1.0,20.695364440323942,,
lgbm,0.03,7,800.0,0.05,1.0,20.712377072068193,,
lgbm,0.03,7,800.0,0.15,1.0,20.7123770720983,,
lgbm,0.03,7,800.0,0.1,1.0,20.712377072102512,,
lgbm,0.03,7,800.0,0.2,1.0,20.712377072107387,,
lgbm,0.03,6,1000.0,0.2,0.5,20.720463588198225,,
lgbm,0.03,6,1000.0,0.05,0.5,20.72046358825871,,
lgbm,0.03,6,1000.0,0.15,0.5,20.720463588266167,,
lgbm,0.03,6,1000.0,0.1,0.5,20.720463588266224,,
lgbm,0.06,6,1500.0,0.2,1.0,20.72503934884976,,
lgbm,0.06,6,1500.0,0.1,1.0,20.725039348858424,,
lgbm,0.06,6,1500.0,0.15,1.0,20.725039348888075,,
lgbm,0.06,6,1500.0,0.05,1.0,20.72503934890674,,
catboost,0.03,6,,,,20.731747394600763,,1200.0
lgbm,0.03,6,800.0,0.2,0.5,20.75872440707504,,
lgbm,0.03,6,800.0,0.15,0.5,20.758724407088266,,
lgbm,0.03,6,800.0,0.05,0.5,20.758724407110098,,
lgbm,0.03,6,800.0,0.1,0.5,20.75872440711743,,
catboost,0.03,6,,,,20.906829954002454,,1000.0
